/shared/yuxy/dataset/moving_img/video/0000000.mp4 0
/shared/yuxy/dataset/moving_img/video/0000001.mp4 0
/shared/yuxy/dataset/moving_img/video/0000002.mp4 0
/shared/yuxy/dataset/moving_img/video/0000003.mp4 0
/shared/yuxy/dataset/moving_img/video/0000004.mp4 0
/shared/yuxy/dataset/moving_img/video/0000005.mp4 0
/shared/yuxy/dataset/moving_img/video/0000006.mp4 0
/shared/yuxy/dataset/moving_img/video/0000007.mp4 0
/shared/yuxy/dataset/moving_img/video/0000008.mp4 0
/shared/yuxy/dataset/moving_img/video/0000009.mp4 0
/shared/yuxy/dataset/moving_img/video/0000010.mp4 0
/shared/yuxy/dataset/moving_img/video/0000011.mp4 0
/shared/yuxy/dataset/moving_img/video/0000012.mp4 0
/shared/yuxy/dataset/moving_img/video/0000013.mp4 0
/shared/yuxy/dataset/moving_img/video/0000014.mp4 0
/shared/yuxy/dataset/moving_img/video/0000015.mp4 0
/shared/yuxy/dataset/moving_img/video/0000016.mp4 0
/shared/yuxy/dataset/moving_img/video/0000017.mp4 0
/shared/yuxy/dataset/moving_img/video/0000018.mp4 0
/shared/yuxy/dataset/moving_img/video/0000019.mp4 0
/shared/yuxy/dataset/moving_img/video/0000020.mp4 0
/shared/yuxy/dataset/moving_img/video/0000021.mp4 0
/shared/yuxy/dataset/moving_img/video/0000022.mp4 0
/shared/yuxy/dataset/moving_img/video/0000023.mp4 0
/shared/yuxy/dataset/moving_img/video/0000024.mp4 0
/shared/yuxy/dataset/moving_img/video/0000025.mp4 0
/shared/yuxy/dataset/moving_img/video/0000026.mp4 0
/shared/yuxy/dataset/moving_img/video/0000027.mp4 0
/shared/yuxy/dataset/moving_img/video/0000028.mp4 0
/shared/yuxy/dataset/moving_img/video/0000029.mp4 0
/shared/yuxy/dataset/moving_img/video/0000030.mp4 0
/shared/yuxy/dataset/moving_img/video/0000031.mp4 0
/shared/yuxy/dataset/moving_img/video/0000032.mp4 0
/shared/yuxy/dataset/moving_img/video/0000033.mp4 0
/shared/yuxy/dataset/moving_img/video/0000034.mp4 0
/shared/yuxy/dataset/moving_img/video/0000035.mp4 0
/shared/yuxy/dataset/moving_img/video/0000036.mp4 0
/shared/yuxy/dataset/moving_img/video/0000037.mp4 0
/shared/yuxy/dataset/moving_img/video/0000038.mp4 0
/shared/yuxy/dataset/moving_img/video/0000039.mp4 0
/shared/yuxy/dataset/moving_img/video/0000040.mp4 0
/shared/yuxy/dataset/moving_img/video/0000041.mp4 0
/shared/yuxy/dataset/moving_img/video/0000042.mp4 0
/shared/yuxy/dataset/moving_img/video/0000043.mp4 0
/shared/yuxy/dataset/moving_img/video/0000044.mp4 0
/shared/yuxy/dataset/moving_img/video/0000045.mp4 0
/shared/yuxy/dataset/moving_img/video/0000046.mp4 0
/shared/yuxy/dataset/moving_img/video/0000047.mp4 0
/shared/yuxy/dataset/moving_img/video/0000048.mp4 0
/shared/yuxy/dataset/moving_img/video/0000049.mp4 0
/shared/yuxy/dataset/moving_img/video/0000050.mp4 0
/shared/yuxy/dataset/moving_img/video/0000051.mp4 0
/shared/yuxy/dataset/moving_img/video/0000052.mp4 0
/shared/yuxy/dataset/moving_img/video/0000053.mp4 0
/shared/yuxy/dataset/moving_img/video/0000054.mp4 0
/shared/yuxy/dataset/moving_img/video/0000055.mp4 0
/shared/yuxy/dataset/moving_img/video/0000056.mp4 0
/shared/yuxy/dataset/moving_img/video/0000057.mp4 0
/shared/yuxy/dataset/moving_img/video/0000058.mp4 0
/shared/yuxy/dataset/moving_img/video/0000059.mp4 0
/shared/yuxy/dataset/moving_img/video/0000060.mp4 0
